Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_fourth_dose_cum,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,85,0,0,4,0,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7388,7473,0.08,0,4,0,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24912,32385,0.35,0,4,0,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44643,77028,0.83,0,4,0,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62903,139931,1.5,0,4,0,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73416,213347,2.29,0,4,0,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38503,251850,2.71,0,4,0,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32610,284460,3.06,0,4,0,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104554,389014,4.18,0,4,0,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,135006,524020,5.64,0,4,0,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156269,680289,7.32,1,5,0,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153114,833403,8.96,0,5,0,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158537,991940,10.67,0,5,0,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71411,1063351,11.43,0,5,0,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71731,1135082,12.21,0,5,0,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149734,1284816,13.82,0,5,0,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152159,1436975,15.45,2,7,0,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125178,1562153,16.8,2,9,0,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103342,1665495,17.91,2,11,0,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,116048,1781543,19.16,6,17,0,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66459,1848002,19.87,4,21,0,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44533,1892535,20.35,25,46,0,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37638,1930173,20.76,5996,6042,0.07,0,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21142,1951315,20.98,19255,25297,0.27,0,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24038,1975353,21.24,35661,60958,0.66,0,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52047,2027400,21.8,56862,117820,1.27,0,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56449,2083849,22.41,68831,186651,2.01,0,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30747,2114596,22.74,35926,222577,2.39,0,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29450,2144046,23.06,26003,248580,2.67,0,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68402,2212448,23.79,84578,333158,3.58,0,0,0,0,0.36,0,99.64
2021-01-18T00:00:00.000Z,69733,2282181,24.54,120388,453546,4.88,0,0,0,0,0.64,0,99.36
2021-01-19T00:00:00.000Z,72825,2355006,25.32,137791,591337,6.36,0,0,0,0,1.16,0,98.84
2021-01-20T00:00:00.000Z,76815,2431821,26.15,143701,735038,7.9,0,0,0,0,1.98,0,98.02
2021-01-21T00:00:00.000Z,69926,2501747,26.9,164368,899406,9.67,0,0,0,0,2.98,0,97.02
2021-01-22T00:00:00.000Z,37871,2539618,27.31,71090,970496,10.44,0,0,0,0,3.5,0,96.5
2021-01-23T00:00:00.000Z,39933,2579551,27.74,53566,1024062,11.01,0,0,0,0,3.89,0,96.11
2021-01-24T00:00:00.000Z,69069,2648620,28.48,140647,1164709,12.52,0,0,0,0,5.1,0,94.9
2021-01-25T00:00:00.000Z,80868,2729488,29.35,139452,1304161,14.02,0,0,0,0,6.78,0,93.22
2021-01-26T00:00:00.000Z,78653,2808141,30.2,126373,1430534,15.38,0,0,0,0,8.65,0,91.35
2021-01-27T00:00:00.000Z,77899,2886040,31.04,124992,1555526,16.73,0,0,0,0,10.56,0,89.44
2021-01-28T00:00:00.000Z,79507,2965547,31.89,130559,1686085,18.13,0,0,0,0,12.69,0,87.31
2021-01-29T00:00:00.000Z,36645,3002192,32.28,64758,1750843,18.83,0,0,0,0,13.61,0,86.39
2021-01-30T00:00:00.000Z,34368,3036560,32.65,42738,1793581,19.29,0,0,0,0,14.3,0,85.7
2021-01-31T00:00:00.000Z,73300,3109860,33.44,59470,1853051,19.93,0,0,0,0,16.07,0,83.93
2021-02-01T00:00:00.000Z,82459,3192319,34.33,35311,1888362,20.31,0,0,0,0,17.81,0,82.19
2021-02-02T00:00:00.000Z,70034,3262353,35.08,31034,1919396,20.64,0,0,0,0,19.35,0,80.65
2021-02-03T00:00:00.000Z,60249,3322602,35.73,51391,1970787,21.19,0,0,0,0,20.84,0,79.16
2021-02-04T00:00:00.000Z,72573,3395175,36.51,58042,2028829,21.82,0,0,0,0,22.39,0,77.61
2021-02-05T00:00:00.000Z,33893,3429068,36.87,28768,2057597,22.13,0,0,0,0,23.15,0,76.85
2021-02-06T00:00:00.000Z,21590,3450658,37.11,22207,2079804,22.37,0,0,0,0,23.64,0,76.36
2021-02-07T00:00:00.000Z,54055,3504713,37.69,68693,2148497,23.1,0,0,0,0,24.4,0,75.6
2021-02-08T00:00:00.000Z,58599,3563312,38.32,65413,2213910,23.81,0,0,0,0,24.95,0,75.05
2021-02-09T00:00:00.000Z,66294,3629606,39.03,67508,2281418,24.53,0,0,0,0,25.48,0,74.52
2021-02-10T00:00:00.000Z,70512,3700118,39.79,72240,2353658,25.31,0,0,0,0,26.23,0,73.77
2021-02-11T00:00:00.000Z,81103,3781221,40.66,72042,2425700,26.08,0,0,0,0,27.08,0,72.92
2021-02-12T00:00:00.000Z,39056,3820277,41.08,37548,2463248,26.49,0,0,0,0,27.5,0,72.5
2021-02-13T00:00:00.000Z,27435,3847712,41.38,30405,2493653,26.82,0,0,0,0,27.82,0,72.18
2021-02-14T00:00:00.000Z,74866,3922578,42.18,69036,2562689,27.56,0,0,0,0,28.76,0,71.24
2021-02-15T00:00:00.000Z,81494,4004072,43.06,75654,2638343,28.37,0,0,0,0,29.69,0,70.31
2021-02-16T00:00:00.000Z,83381,4087453,43.95,78236,2716579,29.21,0,0,0,0,30.64,0,69.36
2021-02-17T00:00:00.000Z,61928,4149381,44.62,75580,2792159,30.03,0,0,0,0,31.56,0,68.44
2021-02-18T00:00:00.000Z,69104,4218485,45.36,79696,2871855,30.88,0,0,0,0,32.51,0,67.49
2021-02-19T00:00:00.000Z,39620,4258105,45.79,38115,2909970,31.29,0,0,0,0,33.02,0,66.98
2021-02-20T00:00:00.000Z,31624,4289729,46.13,28708,2938678,31.6,0,0,0,0,33.43,0,66.57
2021-02-21T00:00:00.000Z,79394,4369123,46.98,78402,3017080,32.44,0,0,0,0,34.39,0,65.61
2021-02-22T00:00:00.000Z,85016,4454139,47.9,80564,3097644,33.31,0,0,0,0,35.44,0,64.56
2021-02-23T00:00:00.000Z,77281,4531420,48.73,70423,3168067,34.07,0,0,0,0,36.47,0,63.53
2021-02-24T00:00:00.000Z,61014,4592434,49.38,63083,3231150,34.75,0,0,0,0,37.4,0,62.6
2021-02-25T00:00:00.000Z,51675,4644109,49.94,64751,3295901,35.44,0,0,0,0,38.31,0,61.69
2021-02-26T00:00:00.000Z,25865,4669974,50.22,31999,3327900,35.79,0,0,0,0,38.76,0,61.24
2021-02-27T00:00:00.000Z,18310,4688284,50.42,21180,3349080,36.01,0,0,0,0,39.08,0,60.92
2021-02-28T00:00:00.000Z,40317,4728601,50.85,55844,3404924,36.61,0,0,0,0,39.92,0,60.08
2021-03-01T00:00:00.000Z,45690,4774291,51.34,61400,3466324,37.28,0,0,0,0,40.78,0,59.22
2021-03-02T00:00:00.000Z,41140,4815431,51.78,64742,3531066,37.97,0,0,0,0,41.54,0,58.46
2021-03-03T00:00:00.000Z,41961,4857392,52.23,66738,3597804,38.69,0,0,0,0,42.25,0,57.75
2021-03-04T00:00:00.000Z,39652,4897044,52.66,79062,3676866,39.54,0,0,0,0,42.95,0,57.05
2021-03-05T00:00:00.000Z,17304,4914348,52.85,40432,3717298,39.97,0,0,0,0,43.28,0,56.72
2021-03-06T00:00:00.000Z,10675,4925023,52.96,25328,3742626,40.25,0,0,0,0,43.5,0,56.5
2021-03-07T00:00:00.000Z,31096,4956119,53.3,72812,3815438,41.03,0,0,0,0,44.09,0,55.91
2021-03-08T00:00:00.000Z,27320,4983439,53.59,73246,3888684,41.82,0,0,0,0,44.71,0,55.29
2021-03-09T00:00:00.000Z,26688,5010127,53.88,76568,3965252,42.64,0,0,0,0,45.37,0,54.63
2021-03-10T00:00:00.000Z,23286,5033413,54.13,58633,4023885,43.27,0,0,0,0,46.03,0,53.97
2021-03-11T00:00:00.000Z,23245,5056658,54.38,69035,4092920,44.01,0,0,0,0,46.76,0,53.24
2021-03-12T00:00:00.000Z,11229,5067887,54.5,41372,4134292,44.46,0,0,0,0,47.12,0,52.88
2021-03-13T00:00:00.000Z,7918,5075805,54.58,25222,4159514,44.73,0,0,0,0,47.35,0,52.65
2021-03-14T00:00:00.000Z,20925,5096730,54.81,73904,4233418,45.52,0,0,0,0,47.99,0,52.01
2021-03-15T00:00:00.000Z,20088,5116818,55.02,78226,4311644,46.37,0,0,0,0,48.61,0,51.39
2021-03-16T00:00:00.000Z,18699,5135517,55.22,71438,4383082,47.13,0,0,0,0,49.23,0,50.77
2021-03-17T00:00:00.000Z,17645,5153162,55.41,58970,4442052,47.77,0,0,0,0,49.72,0,50.28
2021-03-18T00:00:00.000Z,15997,5169159,55.59,58078,4500130,48.39,0,0,0,0,50.26,0,49.74
2021-03-19T00:00:00.000Z,6898,5176057,55.66,27939,4528069,48.69,0,0,0,0,50.56,0,49.44
2021-03-20T00:00:00.000Z,5193,5181250,55.72,15273,4543342,48.86,0,0,0,0,50.74,0,49.26
2021-03-21T00:00:00.000Z,13127,5194377,55.86,40469,4583811,49.29,0,0,0,0,51.27,0,48.73
2021-03-22T00:00:00.000Z,13514,5207891,56,40500,4624311,49.73,0,0,0,0,51.81,0,48.19
2021-03-23T00:00:00.000Z,2779,5210670,56.03,7255,4631566,49.81,0,0,0,0,52.24,0,47.76
2021-03-24T00:00:00.000Z,10953,5221623,56.15,46503,4678069,50.31,0,0,0,0,52.65,0,47.35
2021-03-25T00:00:00.000Z,10202,5231825,56.26,35391,4713460,50.69,0,0,0,0,53.04,0,46.96
2021-03-26T00:00:00.000Z,4133,5235958,56.3,13296,4726756,50.83,0,0,0,0,53.22,0,46.78
2021-03-27T00:00:00.000Z,1767,5237725,56.32,4244,4731000,50.87,0,0,0,0,53.31,0,46.69
2021-03-28T00:00:00.000Z,2084,5239809,56.35,4592,4735592,50.92,0,0,0,0,53.55,0,46.45
2021-03-29T00:00:00.000Z,6857,5246666,56.42,29977,4765569,51.25,0,0,0,0,53.81,0,46.19
2021-03-30T00:00:00.000Z,7822,5254488,56.5,22391,4787960,51.49,0,0,0,0,53.9,0,46.1
2021-03-31T00:00:00.000Z,8097,5262585,56.59,19425,4807385,51.7,0,0,0,0,54.2,0,45.8
2021-04-01T00:00:00.000Z,8126,5270711,56.68,18641,4826026,51.9,0,0,0,0,54.43,0,45.57
2021-04-02T00:00:00.000Z,2886,5273597,56.71,8088,4834114,51.98,0,0,0,0,54.52,0,45.48
2021-04-03T00:00:00.000Z,1406,5275003,56.72,2935,4837049,52.02,0,0,0,0,54.55,0,45.45
2021-04-04T00:00:00.000Z,9605,5284608,56.83,22798,4859847,52.26,0,0,0,0,54.64,0,45.36
2021-04-05T00:00:00.000Z,10304,5294912,56.94,21210,4881057,52.49,0,0,0,0,54.86,0,45.14
2021-04-06T00:00:00.000Z,8969,5303881,57.04,16728,4897785,52.67,0,0,0,0,55.03,0,44.97
2021-04-07T00:00:00.000Z,8865,5312746,57.13,15239,4913024,52.83,0,0,0,0,55.18,0,44.82
2021-04-08T00:00:00.000Z,9350,5322096,57.23,16943,4929967,53.01,0,0,0,0,55.34,0,44.66
2021-04-09T00:00:00.000Z,3542,5325638,57.27,6181,4936148,53.08,0,0,0,0,55.4,0,44.6
2021-04-10T00:00:00.000Z,1604,5327242,57.29,3494,4939642,53.12,0,0,0,0,55.43,0,44.57
2021-04-11T00:00:00.000Z,9000,5336242,57.38,14210,4953852,53.27,0,0,0,0,55.61,0,44.39
2021-04-12T00:00:00.000Z,8884,5345126,57.48,13184,4967036,53.41,0,0,0,0,55.77,0,44.23
2021-04-13T00:00:00.000Z,5782,5350908,57.54,4907,4971943,53.47,0,0,0,0,55.9,0,44.1
2021-04-14T00:00:00.000Z,3587,5354495,57.58,5256,4977199,53.52,0,0,0,0,56,0,44
2021-04-15T00:00:00.000Z,635,5355130,57.59,543,4977742,53.53,0,0,0,0,56.1,0,43.9
2021-04-16T00:00:00.000Z,3361,5358491,57.62,6605,4984347,53.6,0,0,0,0,56.15,0,43.85
